Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website
Black Cherries 2020,2020,N/A,01 Oct 2020,N/A,"Short, Drama",Unnikrishnan Raveendranathen,Addi Ajmani,"Cortland Bell, Dominic Dunnaway",N/A,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BYzE4NGMyNGUtZGIwMC00ZGM0LTg3YzQtZjJiZmQyMjk2ZGJkXkEyXkFqcGdeQXVyNzYyODIzNjM@._V1_SX300.jpg,[],N/A,N/A,N/A,tt13971708,movie,N/A,N/A,N/A,N/A
IMAGinACTION 2020,2020,N/A,31 Aug 2020,N/A,Music,Stefano Salvati,Stefano Salvati,"Edoardo Bennato, Mario Biondi, Gigi D'Alessio, Luis Fonsi",N/A,N/A,Italy,N/A,N/A,[],N/A,N/A,N/A,tt13973032,movie,N/A,N/A,N/A,N/A
London Internal - Viral Pandemic 2020,2020,N/A,22 Jun 2020,8 min,Short,Colin Paul Russell,William Browning,Oliver Kester,Philosophical narration accompanies the empty streets of London during the viral pandemic during 2020.,English,United Kingdom,N/A,N/A,[],N/A,N/A,N/A,tt13973980,movie,N/A,N/A,N/A,N/A
London Internal - Viral Pandemic 2020,2020,N/A,06 Oct 2020,9 min,Short,Colin Paul Russell,Colin Paul Russell,Colin Paul Russell,Poetry and words accompanied by haunting visuals of empty London Streets during the 2020 Viral Pandemic.,English,United Kingdom,N/A,N/A,[],N/A,N/A,N/A,tt13974236,movie,N/A,N/A,N/A,N/A
2020,2021,N/A,21 Sep 2021,N/A,"Documentary, Short, Drama",Ivana Noa,Ivana Noa,"Sara Bekambo, Emil Krastev, Emma Kristin","7 characters, 7 interviews, 7 stories","Dutch, Italian","Belgium, United Kingdom",N/A,N/A,[],N/A,N/A,N/A,tt13976678,movie,N/A,N/A,N/A,N/A
It's all about the plug (2020),2020,N/A,06 Oct 2020,N/A,"Short, Drama",Love Örterström,Love Örterström,"Didrik Morgan, Rebecca Tarabocchia",N/A,English,Sweden,N/A,https://m.media-amazon.com/images/M/MV5BNmEzZDM1ZTQtODkyMC00ZmUwLTg5NWUtNDkzNTQzYWEyODE4XkEyXkFqcGdeQXVyMTExNjM5MDA3._V1_SX300.jpg,[],N/A,N/A,N/A,tt13983202,movie,N/A,N/A,N/A,N/A
The Lost Year: How Pro Cycling Saved the 2020 Season,2021,N/A,15 Feb 2021,N/A,Documentary,Harry Downey,N/A,N/A,This is the definitive story of the people who saved the 2020 cycling season. We speak to the people who delivered a race calendar like no other: bringing the UCI World Tour back to life after a mid-season halt due to the Covid-19 pandemic,English,UK,N/A,https://m.media-amazon.com/images/M/MV5BMmUxNDEyMzYtZTAwOS00OWE2LTliMzktYmE3ZWVmNTBiNzBkXkEyXkFqcGdeQXVyMTI4Nzg4MzI0._V1_SX300.jpg,[],N/A,N/A,N/A,tt13983870,movie,N/A,N/A,N/A,N/A
2020: What's Next?,2020,N/A,01 Jul 2020,1 min,"Short, Comedy",Paul Del Vecchio,Paul Del Vecchio,Paul Del Vecchio,N/A,English,United States,N/A,N/A,[],N/A,N/A,N/A,tt13985154,movie,N/A,N/A,N/A,N/A
Kids'Choice Awards México 2020,2020,N/A,03 Nov 2020,N/A,Family,"William Barragán, Roger Martínez","Pablo Araiza, Rene Pina","Camilo, Evaluna Montaner",N/A,Spanish,Mexico,N/A,https://m.media-amazon.com/images/M/MV5BNzgyNWNmZTUtMjgxMS00YTc2LTgyNjUtOTU0MjQxZWE4MjE0XkEyXkFqcGdeQXVyMTI5MDc0NDg5._V1_SX300.jpg,[],N/A,N/A,N/A,tt13997408,movie,N/A,N/A,N/A,N/A
Homecoming 2020: Meet Me on the Yard,2020,TV-PG,23 Oct 2020,120 min,"Music, Reality-TV",N/A,N/A,"2 Chainz, La La Anthony, Desi Banks, Fonzworth Bentley","""HBCU HOMECOMING 2020: Meet Me at the Yard"" is a 2020 event co-hosted by 2 Chainz and La La Anthony, featuring live performances by world-renowned music recording artists, along with ...",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BZDMzNzdlZTItMzgxNi00MjNiLWIxOWYtMTAwNmFhN2E5YzJlXkEyXkFqcGdeQXVyODQ1NTk5OQ@@._V1_SX300.jpg,[],N/A,N/A,N/A,tt13721702,movie,N/A,N/A,N/A,N/A
BoomBastic's Yuletide Christmas Show 2020,2020,N/A,25 Dec 2020,N/A,Talk-Show,"Buddy Budafewko, Alexander Hauck","Mathew Fisher (dialogue), Alexander Hauck (dialogue), Melissa Potter (dialogue)","Tyler Clayton Appel, Jeff Beery, Van Brockmann, Mike Calvin",N/A,English,USA,N/A,N/A,[],N/A,N/A,N/A,tt13721726,movie,N/A,N/A,N/A,N/A
Filma te shkurter 2020/1,2020,N/A,06 Nov 2020,N/A,"Short, Drama","Armejsa Kullolli, Ervin Xhixho, Ambra Cani, Anxhela Elmazi, Genald Komino, Christian Liguori, Kristina Rushiti",N/A,"Vin Bejleri, Anxhela Gaxhazi, Klodian Hoxha, Artan Islami",N/A,Albanian,Albania,N/A,https://m.media-amazon.com/images/M/MV5BNzk2MGQ1MTYtYmQ1MC00NDdiLWExNGYtNDc3YWEyYjZiYmE1XkEyXkFqcGdeQXVyMjQ1MzQyNDM@._V1_SX300.jpg,[],N/A,N/A,N/A,tt13723400,movie,N/A,N/A,N/A,N/A
Filma te shkurter 2020/2,2020,N/A,06 Nov 2020,N/A,"Short, Drama","Boiken Alimehmeti, Jonida Koci, Laura Kulla",N/A,"Genti Deçka, Kriks Dumo, Enisa Hysa",N/A,Albanian,Albania,N/A,https://m.media-amazon.com/images/M/MV5BMGM1OTA5NDktZDU0Mi00ODdmLWFmMTItMTM4NzJiNWM1OTJhXkEyXkFqcGc@._V1_SX300.jpg,[],N/A,N/A,N/A,tt13723438,movie,N/A,N/A,N/A,N/A
BBC Sports Personality of the Year 2020,2020,N/A,20 Dec 2020,N/A,N/A,John L. Spencer,N/A,"Rick Astley, Clare Balding, Celeste",N/A,English,United Kingdom,N/A,https://m.media-amazon.com/images/M/MV5BYTM3MDNmYTYtOTA3ZC00ZGMyLWEwYmYtNjJjOGNiOGQ0ZjVjXkEyXkFqcGdeQXVyMTQxNzczMjc@._V1_SX300.jpg,[],N/A,N/A,N/A,tt13724248,movie,N/A,N/A,N/A,N/A
WWE: The Best Moments of 2020,2020,TV-PG,11 Oct 2020,41 min,Sport,N/A,N/A,"Michael Coulthard, Matt Polinsky, Drew Galloway, Rob Gronkowski",Relive a year unlike any other with WWE's best moments of 2020. This is a very special highlights a collection of the year's must-see matches and jaw-dropping moments featuring your WWE ...,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BZDY4ZDE1MTQtYjRmNS00ZDE5LTk3MTYtNGMxODkyYTJkODg0XkEyXkFqcGdeQXVyNTkzNjEwMjI@._V1_SX300.jpg,[],N/A,N/A,N/A,tt13725136,movie,N/A,N/A,N/A,N/A
2020 in Prophecy,2020,N/A,25 Nov 2020,45 min,Documentary,Shihyun Wang,Shihyun Wang,Charles DeNatale,N/A,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BZTliOTU2ZGYtNTM3My00MWY2LWIxZDQtNTA0Mjk2MDliMDZhXkEyXkFqcGdeQXVyNjkyNzY0ODI@._V1_SX300.jpg,[],N/A,N/A,N/A,tt13726566,movie,N/A,N/A,N/A,N/A
Cia Media Network Presents Southern Tea 2020,2021,N/A,15 Feb 2021,N/A,"Short, Romance",Tony Wright,Tony Wright,"Carolyn Davis Gillett, Ronald Godfrey, Michelle Brown Houston",N/A,English,United Kingdom,N/A,https://m.media-amazon.com/images/M/MV5BOWQwMmQxZTItOGM0Zi00M2JlLTg2NGItZTQ2N2IwYjBlZWIyXkEyXkFqcGdeQXVyODQyNDc3ODg@._V1_SX300.jpg,[],N/A,N/A,N/A,tt13728600,movie,N/A,N/A,N/A,N/A
2020 fuori moda,2020,N/A,01 Jul 2020,N/A,Short,Irene Antonucci,Irene Antonucci,Irene Antonucci,N/A,Italian,Italy,1 win & 1 nomination,https://m.media-amazon.com/images/M/MV5BZmYxZTQ4OTMtYTQxOC00OTNhLWFkYzUtYzhhYzZlYjYyY2I4XkEyXkFqcGdeQXVyMTI2NzY5MTk0._V1_SX300.jpg,[],N/A,N/A,N/A,tt13731950,movie,N/A,N/A,N/A,N/A
Zulu Comedy Galla 2020,2020,N/A,26 Aug 2020,N/A,Comedy,Peter Amelung,"Peter Amelung, Jesper Juhl",N/A,N/A,Danish,Denmark,N/A,N/A,[],N/A,N/A,N/A,tt13732156,movie,N/A,N/A,N/A,N/A
Die Silvestershow mit Jörg Pilawa 2020,2020,N/A,31 Dec 2020,240 min,Music,Michael Maier,N/A,"The Baseballs, Mirja Boes, Brings",N/A,German,Germany,N/A,N/A,[],N/A,N/A,N/A,tt13735786,movie,N/A,N/A,N/A,N/A
Before 2020 Ends Watch This,2020,N/A,30 Dec 2020,N/A,Short,Kevin Finn,Jay Shetty,"Jordan Cramer-Smith, Natalie Gonzales, Areg Grigoryan",N/A,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BODE4NWRiNGYtZTdmMy00N2QzLTkwYTMtYmFmNzlhNmE3YTJiXkEyXkFqcGdeQXVyMTMwODkzOTQ5._V1_SX300.jpg,[],N/A,N/A,N/A,tt13740704,movie,N/A,N/A,N/A,N/A
The 2020 Esmi Awards,2020,N/A,30 Dec 2020,30 min,Comedy,Esmarelda VillaLobos,N/A,"Esmarelda VillaLobos, Hector Lara, Danny Franc, Savannah K.","Now in it's third year, The Esmi Awards is an annual celebration of excellence in the Inland Empire/Southern California stand-up comedy and creative community. The winners of The 2020 Esmi ...",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMWZlZTNhZmItM2E2Ni00MDhiLWE4YmMtZDliZThkMTMxMjM0XkEyXkFqcGdeQXVyMTA3NTQ1NDgy._V1_SX300.jpg,[],N/A,N/A,N/A,tt13747880,movie,N/A,N/A,N/A,N/A
The Big Quiz 2020: Coronation Street Vs Emmerdale,2020,N/A,21 Dec 2020,N/A,N/A,N/A,N/A,"Stephen Mulhern, Anthony Sean Berry, Charis Berry, Karen Blick",N/A,English,UK,N/A,https://m.media-amazon.com/images/M/MV5BYmI2MmVhMzUtMGNiNy00MTY2LTg4ODYtNmQyNTVmZTJhNzA4XkEyXkFqcGdeQXVyODIxMjk4Ng@@._V1_SX300.jpg,[],N/A,N/A,N/A,tt13769624,movie,N/A,N/A,N/A,N/A
2020 Vision,2020,N/A,23 Nov 2020,4 min,Short,Jake Polonsky,Hussain Manawer,"Hussain Manawer, Will Thompson",'This year revealed many things. I don't even know where to start.',English,United Kingdom,N/A,https://m.media-amazon.com/images/M/MV5BYzBmNjgxODQtYWVmMy00OTg4LTk5NzktNzg3ZWYxOTRiNmNkXkEyXkFqcGdeQXVyMTk1Nzc0ODE@._V1_SX300.jpg,[],N/A,N/A,N/A,tt13774278,movie,N/A,N/A,N/A,N/A
Smile Now Commercial 2020,2020,N/A,12 Dec 2020,1 min,Sport,Paul Brenno,N/A,N/A,"Commercial for Smile Now ""Same Day Smiles"" Dental Program, that provides a more efficient way to deliver care in a shorter period of time. They use the best technology to treat patients with least amount of visits.",English,N/A,N/A,https://m.media-amazon.com/images/M/MV5BMjNjNTVkMWEtMmFlMy00OGY2LTg2ZjUtNWVjNjQyNmU0MTA3XkEyXkFqcGdeQXVyODQzNTQ2OTc@._V1_SX300.jpg,[],N/A,N/A,N/A,tt13775582,movie,N/A,N/A,N/A,N/A
2020 Sucks,2020,N/A,24 Dec 2020,11 min,"Short, Comedy",Brent Duncan,N/A,"Michael Dooley, Kerry McCormick, Sean Modjarrad","Gary awakens in 2020 after a 345 day coma. After leaving the hospital, he winds up in MAS Law Firm, where he meets Stacey. With no knowledge of the events of the year, Gary sits down to hear all about the world he's just woken up to.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BZTM3MTZlNjctNmRlYS00ZDliLTlkNzItZTA4ZjU1YWZhZWY0XkEyXkFqcGdeQXVyMTI4MDMzMzA2._V1_SX300.jpg,[],N/A,N/A,N/A,tt13798974,movie,N/A,N/A,N/A,N/A
Vuosi vaihtuu 2020,2020,N/A,31 Dec 2020,N/A,Music,"Ilmari Aho, Rami Lindholm, Rauli Valo",Jusu Lounela,"Emma Karasjoki, Constantinos Mavromichalis, Matti Airaksinen, Eero Lehtimäki",N/A,Finnish,Finland,N/A,N/A,[],N/A,N/A,N/A,tt13802966,movie,N/A,N/A,N/A,N/A
Krakkaskaup 2020,2020,N/A,31 Dec 2020,N/A,Comedy,Anna Karín Lárusdóttir,"Mikael Kaaber, Berglind Alda Ástþórsdóttir","Mikael Kaaber, Berglind Alda Ástþórsdóttir, Felix Bergsson",N/A,Icelandic,Iceland,N/A,https://m.media-amazon.com/images/M/MV5BZjQ5NjAyMzQtMWJiZS00NzFhLWEyYWQtM2ZjNWIwYjA2Y2QzXkEyXkFqcGdeQXVyMTIyNzgxNDg2._V1_SX300.jpg,[],N/A,N/A,N/A,tt13821630,movie,N/A,N/A,N/A,N/A
"Room H.264: Quarantine, April 2020",2020,N/A,19 Apr 2020,48 min,Documentary,"Eric Hynes, Jeff Reichert, Damon Smith",N/A,"Cecilia Aldarondo, Ra'anan Alexandrowicz, Zeshawn Ali","Hello, Filmmakers: We hope you are well and coping the best you can in whatever state of quarantine you're experiencing in this very strange moment."" In response to the cancellation of film festivals around the world and disruptio...",English,United States,N/A,N/A,[],N/A,N/A,N/A,tt13823690,movie,N/A,N/A,N/A,N/A
Sarcas Circa 2020,2021,N/A,01 Apr 2021,N/A,N/A,Vinu Kolichal,N/A,N/A,"After facing failure in almost every venture, Mr. F and Mr. J, two friends from a small town in Kerala embark on an adventurous journey to a nearby city. Mr. F receive a call from a stranger who persuades them to take up and finish a",Malayalam,India,N/A,https://m.media-amazon.com/images/M/MV5BNzI2NmEzODItOTFmMi00NDY2LWEzMWMtMzA5NWExMTkyNDA5XkEyXkFqcGdeQXVyODg0OTg4NjY@._V1_SX300.jpg,[],N/A,N/A,N/A,tt13829208,movie,N/A,N/A,N/A,N/A
Our stories - Life during the first lockdown (March-May 2020),2021,N/A,03 Feb 2021,96 min,Documentary,Vito Robbiani,N/A,N/A,"The ""twenty-twenty"" was the year of goals, strategies and good intentions. Until carnival we still lived with this euphoria, then we woke up from the revelry in a much longer Lent than ...",Italian,Switzerland,N/A,https://m.media-amazon.com/images/M/MV5BZWYyY2Q1YzUtZTZhMC00YTNiLWEzNjMtYmMwMTYzM2Y3YzE0XkEyXkFqcGdeQXVyNjUxNTU3Nw@@._V1_SX300.jpg,[],N/A,N/A,N/A,tt13831474,movie,N/A,N/A,N/A,N/A
Lollapalooza 2020,2020,N/A,30 Jul 2020,N/A,Music,"Pablo Aura, Gabriel Gornell",N/A,"Alabama Shakes, Arcade Fire, Ana Cristina Cash, John Carter Cash",N/A,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BYjgyMDBjMjItMGYyMS00YmI3LWFmNzAtNjEyODdkZTA5YzM2XkEyXkFqcGdeQXVyNDYzMzQxOTU@._V1_SX300.jpg,[],N/A,N/A,N/A,tt13844630,movie,N/A,N/A,N/A,N/A
Supa Predator 2020,2020,Approved,26 Dec 2020,6 min,"Short, Crime",Jo Blakk,Jo Blakk,"Rose Cadeau, Willie D. Davis IV, Da'Jour Jones",N/A,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BY2ViNmJlZmEtY2JmZi00YzYxLWIyOTUtZmYxMTgxMTZiMjZkXkEyXkFqcGdeQXVyNjg2MjEyMDI@._V1_SX300.jpg,[],N/A,N/A,N/A,tt13857482,movie,N/A,N/A,N/A,N/A
Hospice 2020,2021,N/A,23 Jul 2021,90 min,Thriller,Hosam Ibrahim,"Hosam Ibrahim, Marvin Williams","Marvin Williams, Chris Moss, Majed El Masry, Emad Moustafa",N/A,English,Egypt,N/A,N/A,[],N/A,N/A,N/A,tt13870602,movie,N/A,N/A,N/A,N/A
Talking Movies: 2020 Review,2020,N/A,26 Dec 2020,N/A,Documentary,N/A,N/A,N/A,N/A,English,UK,N/A,N/A,[],N/A,N/A,N/A,tt13712090,movie,N/A,N/A,N/A,N/A
2020 - Gottschalk holt's nach,2020,N/A,21 Dec 2020,150 min,N/A,Frank Hof,N/A,"David Garrett, Toni Garrn, Thomas Gottschalk, Alexander Kekulé",N/A,German,Germany,N/A,N/A,[],N/A,N/A,N/A,tt13684390,movie,N/A,N/A,N/A,N/A
ARD-Jahresrückblick 2020,2020,N/A,21 Dec 2020,44 min,Documentary,N/A,"Jo Angerer, Oliver Feldforth, Caroline Hofmann",N/A,N/A,German,Germany,N/A,N/A,[],N/A,N/A,N/A,tt13684422,movie,N/A,N/A,N/A,N/A
Royal Ballet 2020: Giselle,2020,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,[],N/A,N/A,N/A,tt13562626,movie,N/A,N/A,N/A,N/A
Respect 2020,2020,N/A,06 Oct 2020,N/A,"Short, Music",Simardeep Sandhu,Super Manikk,Pulkit Vamp,N/A,Hindi,India,N/A,https://m.media-amazon.com/images/M/MV5BMjk5ZTRhNjYtOTk2Ni00OTYyLWI2ODYtMDUyNDhjMjQxM2Y2XkEyXkFqcGdeQXVyMTI3MzA1MzAx._V1_SX300.jpg,[],N/A,N/A,N/A,tt13690578,movie,N/A,N/A,N/A,N/A
TCM Remembers 2020,2020,N/A,21 Dec 2020,N/A,N/A,N/A,N/A,"Orson Bean, Honor Blackman, Chadwick Boseman, Michael Chapman","As this unprecedented year comes to a close, TCM recognizes and celebrates the careers of the talented filmmakers, actors and industry insiders who have passed on.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BZmRhZWYyY2MtMjMzOS00ZTAzLThlNjQtNmM0OTdmMzgxZjI4XkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SX300.jpg,[],N/A,N/A,N/A,tt13695468,movie,N/A,N/A,N/A,N/A
DMA 2020,2020,N/A,28 Nov 2020,N/A,N/A,N/A,N/A,N/A,N/A,Danish,Denmark,N/A,N/A,[],N/A,N/A,N/A,tt13696974,movie,N/A,N/A,N/A,N/A
Året der gak 2020,2020,N/A,23 Dec 2020,N/A,N/A,N/A,N/A,"Annette Heck, Rasmus Krogsgaard",N/A,Danish,Denmark,N/A,N/A,[],N/A,N/A,N/A,tt13696998,movie,N/A,N/A,N/A,N/A
Gymkhana 2020: Ultimate Hometown Shred,2020,N/A,08 Dec 2020,N/A,"Short, Action",Brian Scotto,N/A,Travis Pastrana,N/A,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BNDMzYTJhMDctMzhkOS00ODZhLTliOGItOWQyZGMyZjE2ODA4XkEyXkFqcGdeQXVyNjU1OTAwMQ@@._V1_SX300.jpg,[],N/A,N/A,N/A,tt13699810,movie,N/A,N/A,N/A,N/A
The Year 2020,2020,N/A,23 Dec 2020,10 min,"Short, Drama",Laura Walter,Laura Walter,"Laura Walter, Christian Weiss",A short film about the isolation and solitude many have experienced during the COVID pandemic.,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMGIxMThjMWUtMTNlNC00ODFkLTk4MmYtYmE4N2NmODBjNGZlXkEyXkFqcGdeQXVyNjE1MjM3MDY@._V1_SX300.jpg,[],N/A,N/A,N/A,tt13700494,movie,N/A,N/A,N/A,N/A
Alternative Christmas Message 2020,2020,N/A,25 Dec 2020,N/A,N/A,N/A,N/A,Debra Stephenson,N/A,English,UK,N/A,https://m.media-amazon.com/images/M/MV5BY2M3ODIzYjktOWYzNi00MGEyLTg5MWMtMmE0YmE2OWY0MGE0XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_SX300.jpg,[],N/A,N/A,N/A,tt13701160,movie,N/A,N/A,N/A,N/A
Ekumeeninen joulu 2020,2020,N/A,24 Dec 2020,N/A,News,Harri Anttila,N/A,"Mika Nisula, Mari Palo, Liisa-Maria Voipio-Pulkki",N/A,Finnish,Finland,N/A,N/A,[],N/A,N/A,N/A,tt13702146,movie,N/A,N/A,N/A,N/A
ATA Martial Arts Fitness Kickboxing Commercial 2020,2020,N/A,03 Feb 2020,1 min,Short,Paul Brenno,N/A,Tina Merck,"Commercial for ATA Martial Arts, Fitness and Kickboxing Gym, which provides classes for everyone at their own pace, including nutrition consulting.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BZmJmOGNmZDYtYTgyOC00NmNkLWFhM2EtMmQyNzA2YzIxOWY1XkEyXkFqcGdeQXVyODQzNTQ2OTc@._V1_SX300.jpg,[],N/A,N/A,N/A,tt13705704,movie,N/A,N/A,N/A,N/A
CTV National News at Home: 2020 Year in Review,2020,N/A,31 Dec 2020,60 min,News,N/A,N/A,Lisa LaFlamme,N/A,English,Canada,1 nomination,N/A,[],N/A,N/A,N/A,tt13706126,movie,N/A,N/A,N/A,N/A
Tim & Phil's Half Baked Christmas 2020,2020,N/A,25 Dec 2020,N/A,"Short, Reality-TV",N/A,N/A,Tim Dovas,N/A,N/A,Australia,N/A,N/A,[],N/A,N/A,N/A,tt13706136,movie,N/A,N/A,N/A,N/A
Sky News: 2020 Year in Review with Jayne Secker,2020,N/A,23 Dec 2020,N/A,N/A,N/A,N/A,Jayne Secker,N/A,English,United Kingdom,N/A,https://m.media-amazon.com/images/M/MV5BNmYwOGE1ZDMtZTEzZC00Mjc1LWI1ZDItZjdmZWY3NmI1OTYzXkEyXkFqcGdeQXVyODY0NzcxNw@@._V1_SX300.jpg,[],N/A,N/A,N/A,tt13706372,movie,N/A,N/A,N/A,N/A
"Maddcity.Live presents I Am Danileigh: Live - Sep 21, 2020, PPV",2020,N/A,21 Sep 2020,N/A,Musical,N.D. 'Indy' Brennan,N/A,DaniLeigh,N/A,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BNTY0OTU0ZGEtZGM4ZS00NGNjLTkyNTgtZjYxZDM0NjgzNzA2XkEyXkFqcGdeQXVyMTI2ODU1ODQx._V1_SX300.jpg,[],N/A,N/A,N/A,tt13707242,movie,N/A,N/A,N/A,N/A
A Very 2020 Christmas Carol,2020,N/A,25 Dec 2020,70 min,"Comedy, Drama, Horror",Ian Austin,N/A,Holly Schelkens,N/A,English,United Kingdom,N/A,N/A,[],N/A,N/A,N/A,tt13708716,movie,N/A,N/A,N/A,N/A
Covid Halloween 2020,2020,N/A,31 Oct 2020,N/A,"Short, Family",Kipp Howard,Kipp Howard,"J.T. Street, RoseMarie Urbanek",N/A,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BOWYyNDYyZTgtZGZhNC00YjAyLWFkNmEtOWI4OWEwMjBiMTA2XkEyXkFqcGdeQXVyNTY2MDMyNDU@._V1_SX300.jpg,[],N/A,N/A,N/A,tt13663470,movie,N/A,N/A,N/A,N/A
Der satirische Jahresrückblick 2020,2020,N/A,19 Dec 2020,30 min,Comedy,"Werner Martin Doye, Andreas Wiemers","Werner Martin Doye, Andreas Wiemers","Tua El-Fawwal, Tom Keune",N/A,German,Germany,N/A,N/A,[],N/A,N/A,N/A,tt13667966,movie,N/A,N/A,N/A,N/A
2020 YouTube Streamy Awards,2020,N/A,12 Dec 2020,N/A,Reality-TV,N/A,Joselyn Hughes,"Brittany Broski, Dixie D'Amelio, David Dobrik",N/A,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BZjMyZjcyYWEtNDY4NC00ZTRiLWI4NDYtNDkxMmYxYjI0NTAxXkEyXkFqcGdeQXVyMjMyODU0NTg@._V1_SX300.jpg,[],N/A,N/A,N/A,tt13675728,movie,N/A,N/A,N/A,N/A
Spartan Firearm New Range Commercial 2020,2020,N/A,26 Mar 2020,2 min,Short,Paul Brenno,N/A,Karlie Davis,Commercial for new fire range opening soon.,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BNDA0OTllMGItN2Y0NC00ZDAxLTllMzYtN2UyMGM4N2U2ZDBlXkEyXkFqcGdeQXVyODQzNTQ2OTc@._V1_SX300.jpg,[],N/A,N/A,N/A,tt13676144,movie,N/A,N/A,N/A,N/A
La Marató 2020,2020,N/A,20 Dec 2020,N/A,N/A,N/A,N/A,"Aitana, Pere Aragonès, Pau Aran, Pere Arquillué",N/A,Catalan,Spain,N/A,https://m.media-amazon.com/images/M/MV5BYWQ3NDM5ZWQtMmY2MS00ZTk5LTliNzQtNjM3MGQ5YTg3ODdjXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg,[],N/A,N/A,N/A,tt13678400,movie,N/A,N/A,N/A,N/A
2020 TIFF Tribute Awards,2020,N/A,15 Sep 2020,60 min,Talk-Show,Jamie Corbett,Joanna Adams (Writer),"Shamier Anderson, Cameron Bailey, Terence Blanchard, Olivia Colman","Kate Winslet, Sir Anthony Hopkins, Chloe Zhao, Tracey Deer, Mira Nair and Terence Blanchard are all honoured at the first-ever broadcast of the 2020 TIFF Tribute Awards. Jodie Foster, ...",N/A,Canada,N/A,https://m.media-amazon.com/images/M/MV5BYTUyYWU2ZTktMmYzZC00ODI3LWFkOTItOTI1ZGI5Y2UzNDQ3XkEyXkFqcGdeQXVyMTE2MTkyNTU4._V1_SX300.jpg,[],N/A,N/A,N/A,tt13682032,movie,N/A,N/A,N/A,N/A
Words from a Kid in 2020,2020,N/A,27 Aug 2020,3 min,"Documentary, Short",Isabella Saban,N/A,Nate Saban,"Filmmaker Isabella Saban follows her younger brother Nate, a kid making the transition from middle school to high school in the year of COVID-19. Nate offers his thoughts on the circumstances in a poetic and exciting expression of a ",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BZTFlOGNkZGEtYzIyMS00ZWE5LWFjNzEtODZkYjQ3ODcyZWQxXkEyXkFqcGdeQXVyMTI2ODU2NzQ1._V1_SX300.jpg,[],N/A,N/A,N/A,tt13653708,movie,N/A,N/A,N/A,N/A
48 hour Lost & Found (2020 IV),2020,N/A,N/A,N/A,"Short, Horror",Jeff McGrail,Catherine Quinn,"Gail Borges, Jody Jaress, Catherine Quinn",N/A,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BNGM5OTQ1YzItOWEwMi00ZTVkLTgwZTAtNWM5ZTYxNjMyM2IxXkEyXkFqcGdeQXVyNTQzMDMyMjY@._V1_SX300.jpg,[],N/A,N/A,N/A,tt13653760,movie,N/A,N/A,N/A,N/A
Orphan is the New Orange: Part 2020,2020,N/A,15 Dec 2020,12 min,"Short, Comedy",Jennifer Sorenson,Jennifer Sorenson,"David Scales, Jennifer Sorenson, Sophie Sorenson",N/A,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BM2UzOTJiMjUtYjE5YS00NTQ4LWI5N2UtYzM0OTYwNmQ1OGZjXkEyXkFqcGc@._V1_SX300.jpg,[],N/A,N/A,N/A,tt13602290,movie,N/A,N/A,N/A,N/A
Necromancer 2020,2019,N/A,14 Nov 2019,N/A,Horror,Piyapan Choopetch,N/A,"Chatchai Plengpanich, Sinjai Plengpanich, Prin Suparat, Jirayu Tantrakul",N/A,Thai,Thailand,N/A,N/A,[],N/A,N/A,N/A,tt13604262,movie,N/A,N/A,N/A,N/A
